project_id,student_id,project_name,project_type,stars,contributors,complexity,technologies,description
PRJ00740,STU0053,Portfolio Website,internship,129,2,beginner,"HTML/CSS, JavaScript",Story sit model development way growth art wall huge official Republican themselves cup any little second beyond a popular certain speech out current.
PRJ00741,STU0145,Food Delivery Application,academic,63,8,beginner,"React, Node.js, MongoDB",Popular mind yes relate statement sense town weight owner send late year science.
PRJ00742,STU0140,Expense Tracker,academic,101,13,beginner,"React, Node.js, MongoDB",Store myself nothing become play season hot anything try suffer see debate environment pass young conference manager talk early major his know last coach.
PRJ00743,STU0419,Expense Tracker,hackathon,26,3,beginner,"React, Node.js, MongoDB",Man here back miss mission building describe manager same indeed data court between too style different.
PRJ00744,STU0259,Expense Tracker,internship,10,1,advanced,"React, Node.js, MongoDB",Program while writer store wear believe exist rich suffer wish house star into sort system treatment window politics know reality feeling difference project according north than we.
PRJ00745,STU0426,Portfolio Website,personal,29,19,intermediate,"HTML/CSS, JavaScript",Smile away week concern matter suggest TV thought third son make seem indeed mean idea.
PRJ00746,STU0100,Online Examination System,hackathon,87,14,advanced,"Java, SQL",Grow without explain avoid politics book decade up common reason her though action fill itself least live water close put year.
PRJ00747,STU0381,AI Resume Analyzer,hackathon,75,15,beginner,"Python, FastAPI, Machine Learning",Bed big finally success same little contain speech also white cold design prepare evidence.
PRJ00748,STU0052,Food Delivery Application,internship,101,10,intermediate,"React, Node.js, MongoDB",Response consumer region moment medical reduce doctor maybe write safe board local my end able another offer conference.
PRJ00749,STU0048,Data Analytics Dashboard,internship,148,9,intermediate,"Python, Data Science, SQL",Race keep just range he imagine wonder good beyond boy rock animal PM cover game voice enough natural nothing kid investment property.
PRJ00750,STU0146,DevOps Deployment Platform,personal,102,1,intermediate,"Docker, Git, Node.js",Interest dream decide speech administration collection many subject improve despite attack receive radio but front hard.
PRJ00751,STU0373,Hospital Management System,hackathon,144,4,intermediate,"Java, SQL",Side security buy career movement outside single effect too somebody beautiful second next network phone available bit understand.
PRJ00752,STU0115,Cloud File Manager,academic,106,8,intermediate,"React, Firebase",Form prepare case behavior morning term character half herself least trouble movement story measure four send.
PRJ00753,STU0190,Smart Attendance System,academic,84,11,beginner,"Python, Firebase",Join reason job attorney build who catch later beautiful start fear rest protect serve.
PRJ00754,STU0415,AI Chatbot,academic,29,18,beginner,"Python, FastAPI, Machine Learning",Mention military foreign hit represent paper here employee full tonight recent safe democratic course establish something region available middle magazine team political small market.
PRJ00755,STU0107,Online Examination System,internship,68,3,beginner,"Java, SQL",Themselves fine suddenly next available think the become pretty how over blue too effort more well power threat somebody evening.
PRJ00756,STU0207,Cloud File Manager,internship,138,19,beginner,"React, Firebase",Fill onto right skill city may red keep business people beat move maintain green increase everyone phone before speak always financial couple I stand debate near investment.
PRJ00757,STU0031,Recommendation System,internship,69,14,intermediate,"Python, Machine Learning, Data Science",Response defense son various particularly same ball board she budget public small explain house happen never less animal father occur up yeah adult right suffer hospital.
PRJ00758,STU0380,Face Recognition System,personal,14,11,advanced,"Python, Machine Learning",Purpose listen himself reflect others course site think both least firm again weight.
PRJ00759,STU0290,Cloud File Manager,internship,6,9,advanced,"React, Firebase",Offer outside here work dog traditional bring newspaper wide appear who three accept ten fear newspaper.
PRJ00760,STU0108,Recommendation System,internship,144,16,intermediate,"Python, Machine Learning, Data Science",Poor today order physical recognize change relationship somebody effort address nature without administration second perhaps card film just with industry arm become.
PRJ00761,STU0492,AI Chatbot,personal,87,15,advanced,"Python, FastAPI, Machine Learning",Into reason trial great begin skin general woman price media like kind material arm wait them watch.
PRJ00762,STU0248,Portfolio Website,academic,31,14,advanced,"HTML/CSS, JavaScript",Its learn little senior I hard child civil resource organization never throughout attorney.
PRJ00763,STU0040,Hospital Management System,personal,8,6,advanced,"Java, SQL",Play better physical minute walk all fine official painting last none order fast.
PRJ00764,STU0384,E-Commerce Platform,personal,55,15,beginner,"JavaScript, React, Node.js, SQL",Board television serve piece hair card information report myself election culture new force look because staff difference he front really military itself share response career physical table.
PRJ00765,STU0020,DevOps Deployment Platform,internship,131,6,advanced,"Docker, Git, Node.js",Child find low trouble politics edge local away move same dark experience home each property leg parent quickly letter commercial fight join seek system.
PRJ00766,STU0412,Portfolio Website,internship,40,18,intermediate,"HTML/CSS, JavaScript",Fine list line sing green approach major sport wait choose how boy which law base.
PRJ00767,STU0205,AI Resume Analyzer,hackathon,35,14,intermediate,"Python, FastAPI, Machine Learning",Art owner sit anyone left response spend start possible spring image guess government cold major significant else same voice responsibility can.
PRJ00768,STU0369,DevOps Deployment Platform,hackathon,138,11,advanced,"Docker, Git, Node.js",Rather something than action heart wall approach property old idea north structure dog check plan front article finally while together none successful material big.
PRJ00769,STU0456,Face Recognition System,personal,41,10,advanced,"Python, Machine Learning",Carry term science rule network near we wear over light in wide lawyer.
PRJ00770,STU0351,Data Analytics Dashboard,hackathon,137,20,intermediate,"Python, Data Science, SQL",Hard less radio although something bad past spring front such decide different meet.
PRJ00771,STU0242,Smart Attendance System,personal,89,5,beginner,"Python, Firebase",Amount final various student pattern few weight month team street get discover church truth senior so full these head their stock animal same.
PRJ00772,STU0269,Expense Tracker,internship,7,11,intermediate,"React, Node.js, MongoDB",Have debate blue position official among city best probably guess forget with treat pick entire enjoy family concern notice father theory.
PRJ00773,STU0092,Student Management System,internship,22,1,intermediate,"Java, SQL",Rest growth spend candidate remain page under may speech beautiful old music quality election mention worker himself indicate program special environmental arm lot thought he pick.
PRJ00774,STU0360,Data Analytics Dashboard,personal,29,18,intermediate,"Python, Data Science, SQL",Bring heart minute hot get pay like school boy society wide Congress writer tonight skin although feeling American.
PRJ00775,STU0170,E-Commerce Platform,academic,124,20,beginner,"JavaScript, React, Node.js, SQL",Discuss team industry let free design father father mind security plan various chair building like news reach turn.
PRJ00776,STU0035,Face Recognition System,personal,93,1,beginner,"Python, Machine Learning",End above everything travel whole maintain whatever also treatment draw all rate population.
PRJ00777,STU0141,Food Delivery Application,internship,83,12,advanced,"React, Node.js, MongoDB",Imagine civil school customer side animal animal gas challenge would set total economy.
PRJ00778,STU0393,Hospital Management System,hackathon,148,18,advanced,"Java, SQL",Whether information staff assume wide trade program make process necessary manage difference suddenly clearly enjoy network traditional answer event so today world choice science long build interesting.
PRJ00779,STU0338,Data Analytics Dashboard,academic,44,4,advanced,"Python, Data Science, SQL",Certain recent doctor quite firm society capital property off establish exactly that set right beautiful home arrive go enough.
PRJ00780,STU0111,Food Delivery Application,personal,72,19,beginner,"React, Node.js, MongoDB",Collection thought pretty short person four certainly own million year really attention now scientist.
PRJ00781,STU0065,Recommendation System,internship,89,19,advanced,"Python, Machine Learning, Data Science",Nearly lay finish president section entire imagine trip nearly card they marriage single budget woman again much skin water simple big fish name little mention develop born various.
PRJ00782,STU0310,Food Delivery Application,internship,58,6,beginner,"React, Node.js, MongoDB",Me dark direction major heart campaign play relate watch role conference choose.
PRJ00783,STU0402,Data Analytics Dashboard,personal,28,20,beginner,"Python, Data Science, SQL",Spring source different condition before others others industry player present response little room performance light much.
PRJ00784,STU0074,Student Management System,internship,5,11,beginner,"Java, SQL",Decade fact cost cold start someone news part able professional cover anyone provide reason surface know improve explain beat with something find.
PRJ00785,STU0459,AI Resume Analyzer,personal,135,15,intermediate,"Python, FastAPI, Machine Learning",None cup stock show election ability cause down top pretty day agreement store film few food possible base Democrat experience beautiful create throughout these suddenly.
PRJ00786,STU0341,Smart Attendance System,hackathon,82,17,beginner,"Python, Firebase",Continue industry police also everybody consider appear line my together bill gas interesting mention party paper response season pressure seven movie only room against.
PRJ00787,STU0124,Portfolio Website,internship,101,13,advanced,"HTML/CSS, JavaScript",Plant policy level decide read case protect add American technology able field argue item nice her nothing almost water community scene prove affect learn interest.
PRJ00788,STU0243,Face Recognition System,hackathon,138,11,advanced,"Python, Machine Learning",Song worker election dinner name rock late type claim purpose item style me beat everything even become hand itself life might culture.
PRJ00789,STU0041,DevOps Deployment Platform,personal,47,9,advanced,"Docker, Git, Node.js",Game indicate another across many may generation deal fall perform husband list national.
PRJ00790,STU0074,Online Examination System,internship,148,15,intermediate,"Java, SQL",Never him suddenly it ask serve produce minute seven best walk money loss miss research care why believe machine office investment side.
PRJ00791,STU0356,Recommendation System,hackathon,35,18,intermediate,"Python, Machine Learning, Data Science",Personal nothing exist instead forward just guess everything street expert community instead city strong stock.
PRJ00792,STU0334,Face Recognition System,personal,11,12,intermediate,"Python, Machine Learning",Source establish travel represent morning check under myself recognize artist page maintain know senior do rather.
PRJ00793,STU0395,AI Chatbot,hackathon,113,7,advanced,"Python, FastAPI, Machine Learning",Be investment again art kind trade technology machine somebody realize church maintain sort whom know that reason.
PRJ00794,STU0287,DevOps Deployment Platform,personal,102,12,beginner,"Docker, Git, Node.js",Goal hair end job stock worker brother your great kind either account daughter program.
PRJ00795,STU0478,Expense Tracker,academic,55,15,intermediate,"React, Node.js, MongoDB",Network compare plant new population college may law eat wife investment four middle painting.
PRJ00796,STU0270,Data Analytics Dashboard,academic,84,11,beginner,"Python, Data Science, SQL",Finish piece year training wall factor because especially during picture plan culture half world fly policy including participant customer natural for project work item about.
PRJ00797,STU0467,Face Recognition System,hackathon,133,1,advanced,"Python, Machine Learning",Woman certainly century brother mouth feel safe most poor than case eight debate but without third street hour play answer through hundred wind.
PRJ00798,STU0140,AI Resume Analyzer,hackathon,127,13,beginner,"Python, FastAPI, Machine Learning",Any mean most far amount court explain call year behind down task environmental party perhaps strategy.
PRJ00799,STU0357,Expense Tracker,hackathon,75,2,advanced,"React, Node.js, MongoDB",Doctor music bed since public marriage work analysis blue quite pull will full sport water west party once.
PRJ00800,STU0422,AI Resume Analyzer,internship,121,16,beginner,"Python, FastAPI, Machine Learning",Young tax conference through structure hope upon wait happy player need concern summer hit form probably weight third color.
PRJ00801,STU0243,Expense Tracker,academic,14,12,beginner,"React, Node.js, MongoDB",Goal own economic draw single behavior almost dog partner bit under anyone myself of go strong despite produce company resource personal impact person different win me student.
PRJ00802,STU0314,DevOps Deployment Platform,personal,50,5,beginner,"Docker, Git, Node.js",Worry thank agree through for fish within see director purpose alone check interest office federal check return shoulder leg several.
PRJ00803,STU0215,Online Examination System,academic,19,15,advanced,"Java, SQL",Receive court available against state I star my thing hour run political seat far study buy sea movement coach past take.
PRJ00804,STU0364,AI Resume Analyzer,hackathon,29,18,intermediate,"Python, FastAPI, Machine Learning",Tree middle benefit economic it out Congress seven develop strategy model certain option ready owner say simply just suffer player game hot.
PRJ00805,STU0437,Data Analytics Dashboard,academic,90,11,advanced,"Python, Data Science, SQL",Image pull write but moment guy expect health store tough study deal public reach movie none then occur today street.
PRJ00806,STU0087,DevOps Deployment Platform,hackathon,137,1,advanced,"Docker, Git, Node.js",Record type land tend boy article sort reason student two firm drug if business nature head major long federal cultural address test prepare ok day.
PRJ00807,STU0207,Hospital Management System,academic,21,7,advanced,"Java, SQL",Marriage study seem answer do modern sea sense instead statement power positive maybe realize night voice where into full strategy.
PRJ00808,STU0076,Expense Tracker,hackathon,26,6,intermediate,"React, Node.js, MongoDB",View voice technology worker staff stop policy rule dinner peace present break young prepare heart office art continue particular commercial history.
PRJ00809,STU0023,Food Delivery Application,personal,134,14,beginner,"React, Node.js, MongoDB",Morning effect anything which key know consider choice own party sit increase involve listen.
PRJ00810,STU0326,Expense Tracker,academic,84,9,advanced,"React, Node.js, MongoDB",Road change measure worry already card focus onto difficult several nature these government tell fly trial huge game task hear leader detail often garden.
PRJ00811,STU0180,E-Commerce Platform,hackathon,124,19,advanced,"JavaScript, React, Node.js, SQL",One myself chair senior similar across western near collection family tell worry easy compare certainly.
PRJ00812,STU0045,Cloud File Manager,internship,27,4,beginner,"React, Firebase",Ever game statement seek instead subject best cover back time college worry yeah series because suffer single senior art.
PRJ00813,STU0094,Expense Tracker,academic,52,11,advanced,"React, Node.js, MongoDB",Gun strong than outside between nice industry ball far another teach day must trip himself free which kind last recently show church likely.
PRJ00814,STU0321,AI Resume Analyzer,personal,7,7,advanced,"Python, FastAPI, Machine Learning",Instead health animal mind eat career before question quite apply material could spring blue effort take bar realize perform others notice strong protect.
PRJ00815,STU0192,Smart Attendance System,academic,68,10,advanced,"Python, Firebase",Reach we child will different old ready shake development game try official structure design player.
PRJ00816,STU0329,DevOps Deployment Platform,personal,38,10,beginner,"Docker, Git, Node.js",Individual employee parent create hard travel environmental look door our here ever cost wide fly since until his.
PRJ00817,STU0195,Expense Tracker,hackathon,50,9,beginner,"React, Node.js, MongoDB",Summer ago service language tree almost at manager reality goal line phone within popular either conference pay describe left finally statement.
PRJ00818,STU0290,Face Recognition System,internship,62,7,intermediate,"Python, Machine Learning",Sing anything return card the everyone analysis must allow federal executive note however expect happen pattern trial without care who official others glass mother white fill.
PRJ00819,STU0453,Data Analytics Dashboard,personal,80,9,advanced,"Python, Data Science, SQL",Management recognize find way from economy no article fund far small tough pass involve speak campaign be body raise however toward public course pretty media.
PRJ00820,STU0226,Food Delivery Application,academic,130,12,advanced,"React, Node.js, MongoDB",That realize wonder whole decide budget quality check serious mother agency because federal else thus mind director particularly between improve arm continue position clear Democrat food add sea.
PRJ00821,STU0187,Face Recognition System,internship,48,2,advanced,"Python, Machine Learning",Agree unit indeed weight major carry major without thought about together which shake yet.
PRJ00822,STU0198,Student Management System,personal,116,12,advanced,"Java, SQL",Majority learn get agree statement or system stock during sit law focus can interest recognize attack.
PRJ00823,STU0416,AI Chatbot,hackathon,58,11,advanced,"Python, FastAPI, Machine Learning",Near talk together necessary certainly pressure write night compare manager everyone support expert on song still enjoy this machine total item.
PRJ00824,STU0496,Portfolio Website,hackathon,28,17,beginner,"HTML/CSS, JavaScript",Line ten long enough born alone only see question check boy skill to according about affect nor black poor dinner material door news list ahead.
PRJ00825,STU0133,Data Analytics Dashboard,internship,71,2,beginner,"Python, Data Science, SQL",Industry dream contain those sing herself church moment consumer necessary you talk citizen fish task start billion pattern road employee when nearly debate face red order cultural.
PRJ00826,STU0265,AI Chatbot,personal,126,5,intermediate,"Python, FastAPI, Machine Learning",Food ever beyond rule middle everybody purpose whatever follow effort there Mrs next nor church positive improve American base mother girl.
PRJ00827,STU0301,Face Recognition System,hackathon,149,13,advanced,"Python, Machine Learning",Laugh anything study term position head hope raise state establish yet group data.
PRJ00828,STU0302,DevOps Deployment Platform,academic,87,4,advanced,"Docker, Git, Node.js",They me color mind start child center officer gun company every girl allow manager relationship increase site letter.
PRJ00829,STU0184,Online Examination System,academic,45,14,intermediate,"Java, SQL",Professional particularly next majority floor rule painting within authority condition usually scene eight theory college threat third heavy approach foot state week.
PRJ00830,STU0172,Face Recognition System,academic,52,12,intermediate,"Python, Machine Learning",Almost positive list into own apply much with old child American white wind some others offer camera road.
PRJ00831,STU0084,Smart Attendance System,personal,10,15,advanced,"Python, Firebase",Smile decide perhaps discuss say century true next people modern condition sort but paper American cost personal quickly early quite since.
PRJ00832,STU0234,Cloud File Manager,internship,107,16,beginner,"React, Firebase",Easy everybody along total up Republican within plan beautiful economic shoulder director quickly get edge the social resource somebody whether.
PRJ00833,STU0130,Expense Tracker,hackathon,91,16,advanced,"React, Node.js, MongoDB",Want pressure field computer field walk speech language with capital movie level my might suggest customer here loss probably worry social whole bag bad receive model.
PRJ00834,STU0206,Food Delivery Application,academic,64,17,beginner,"React, Node.js, MongoDB",Level across including brother forget describe our blue tax thousand age why change state require only ready decade picture agree word foot letter sport society imagine.
PRJ00835,STU0216,Hospital Management System,hackathon,107,19,beginner,"Java, SQL",Kid staff most wish either agreement wide state project evening TV score phone gas letter now particular close institution.
PRJ00836,STU0084,Portfolio Website,personal,81,20,advanced,"HTML/CSS, JavaScript",Miss father offer both see mouth after blue attorney real usually American how hit lay career able always process production explain she brother arm case lead.
PRJ00837,STU0483,Portfolio Website,personal,150,5,beginner,"HTML/CSS, JavaScript",Class interest whatever bill concern rest build debate kitchen language suffer of model notice question and traditional behavior big relate.
PRJ00838,STU0340,Face Recognition System,academic,28,10,beginner,"Python, Machine Learning",Yes consumer window term each great traditional usually hospital fund war ok build every themselves challenge mention hair situation.
PRJ00839,STU0411,Face Recognition System,internship,106,6,intermediate,"Python, Machine Learning",Yet certainly culture bed star just across possible part certain effect second daughter house under staff dinner Mr house light.
PRJ00840,STU0001,AI Chatbot,personal,56,6,intermediate,"Python, FastAPI, Machine Learning",Professional security particular throw probably mouth difference than owner herself prevent return tree analysis really stay.
PRJ00841,STU0158,E-Commerce Platform,personal,65,7,intermediate,"JavaScript, React, Node.js, SQL",Happy training film create coach relate pressure early quite player manager reality all despite happen.
PRJ00842,STU0047,Expense Tracker,personal,44,18,intermediate,"React, Node.js, MongoDB",Himself information we pick way describe run room game try itself despite almost final town meeting sense college establish throw.
PRJ00843,STU0003,Smart Attendance System,personal,93,4,intermediate,"Python, Firebase",Almost technology machine leg bad religious miss student maybe rest right majority age such early rock behind kid rich design actually difference face.
PRJ00844,STU0282,AI Chatbot,internship,59,16,advanced,"Python, FastAPI, Machine Learning",Movement think response speak guess support college trouble wide book foot dinner successful second seven avoid company father risk take measure attention great general discuss opportunity star.
PRJ00845,STU0193,Online Examination System,internship,67,4,intermediate,"Java, SQL",Pass owner film democratic use trouble apply create shake mention program five spring word already thus without article always collection right open political close specific especially.
PRJ00846,STU0066,Face Recognition System,personal,107,11,intermediate,"Python, Machine Learning",More state such near describe major anyone of network single society worker but.
PRJ00847,STU0420,AI Chatbot,internship,105,18,beginner,"Python, FastAPI, Machine Learning",Well successful push military fear different large send thus animal there yes challenge heavy apply collection everybody begin increase carry common feel drop.
PRJ00848,STU0178,Smart Attendance System,academic,61,20,beginner,"Python, Firebase",Let media these push then million price choose why customer husband always Mr dog suddenly success television us late become history Mr pressure grow some space describe.
PRJ00849,STU0394,Data Analytics Dashboard,hackathon,97,11,advanced,"Python, Data Science, SQL",Grow go realize evening interview computer available very detail weight single four Republican follow hold visit song indeed service able executive concern left.
PRJ00850,STU0422,AI Resume Analyzer,internship,24,8,beginner,"Python, FastAPI, Machine Learning",Administration story clear interesting western computer away interest attorney his more rise message store summer you hit within measure mission from light today tend exist gas analysis Democrat.
PRJ00851,STU0256,Data Analytics Dashboard,academic,59,10,intermediate,"Python, Data Science, SQL",Wish spring factor television avoid issue glass any accept set age management card let.
PRJ00852,STU0048,Face Recognition System,internship,51,14,beginner,"Python, Machine Learning",Evidence campaign street provide police bag like Republican wrong old quality last experience choose.
PRJ00853,STU0146,Food Delivery Application,internship,128,2,intermediate,"React, Node.js, MongoDB",Statement star bring me decide low spend speak operation more voice cup nice former structure class baby heart.
PRJ00854,STU0491,Hospital Management System,personal,46,13,advanced,"Java, SQL",Church father model machine doctor others radio along pick economy person still deep easy partner those until chair feel raise tonight president positive appear industry body.
PRJ00855,STU0265,Online Examination System,academic,124,3,intermediate,"Java, SQL",Church condition doctor Democrat system no relationship sure serve general take go fund look sense man type treat hundred though new president down building before stop.
PRJ00856,STU0352,Expense Tracker,academic,108,1,beginner,"React, Node.js, MongoDB",Candidate anything compare head tree couple similar nothing south simply just next color claim six serious happen most middle what scene phone cold news market article new even.
PRJ00857,STU0164,Student Management System,internship,121,1,intermediate,"Java, SQL",Western ready seek write third possible week work method whole interview support south structure natural treat floor business right word difficult interview.
PRJ00858,STU0335,AI Chatbot,internship,113,2,intermediate,"Python, FastAPI, Machine Learning",Art amount friend organization less down put hospital able of star organization out source business machine situation travel size together four test.
PRJ00859,STU0218,Food Delivery Application,academic,120,17,intermediate,"React, Node.js, MongoDB",Successful wrong bed prepare traditional that degree five involve born day population kind.
PRJ00860,STU0400,Smart Attendance System,hackathon,141,12,beginner,"Python, Firebase",Never imagine modern forget help throw fact base especially better white parent choose form article turn must artist million my blue tonight.
PRJ00861,STU0403,Student Management System,internship,141,13,advanced,"Java, SQL",Phone candidate game daughter energy quite season dinner surface just opportunity reveal.
PRJ00862,STU0041,Student Management System,academic,91,19,intermediate,"Java, SQL",Good hundred will city oil image born star bag century successful PM receive animal.
PRJ00863,STU0102,Portfolio Website,internship,116,2,intermediate,"HTML/CSS, JavaScript",National recognize both billion trial glass us war hundred purpose arm agent address buy easy step.
PRJ00864,STU0145,AI Resume Analyzer,academic,130,15,intermediate,"Python, FastAPI, Machine Learning",Rest marriage fly goal summer agent only respond charge enough role future man bit crime there seat reality spring agreement with list sister.
PRJ00865,STU0026,DevOps Deployment Platform,hackathon,69,14,intermediate,"Docker, Git, Node.js",Well number her night small thank win north not success bag drug I option left paper local southern hit wrong whether.
PRJ00866,STU0346,Food Delivery Application,academic,143,9,beginner,"React, Node.js, MongoDB",Seem begin memory edge establish real suggest she traditional term federal finish ok news work ready nothing resource expert site minute sense fear.
PRJ00867,STU0151,Face Recognition System,internship,9,15,intermediate,"Python, Machine Learning",Program buy development fire performance ago Republican benefit ask newspaper impact future official development include natural despite stuff table happen consumer money break city town.
PRJ00868,STU0153,AI Chatbot,academic,33,12,advanced,"Python, FastAPI, Machine Learning",Moment fear success leave subject brother who per set sign soon remain close.
PRJ00869,STU0019,Portfolio Website,internship,68,6,beginner,"HTML/CSS, JavaScript",Such fast mind member hospital serve pay mother quite month physical later growth edge free stock best network arm least herself contain view surface explain adult.
PRJ00870,STU0274,E-Commerce Platform,personal,42,16,intermediate,"JavaScript, React, Node.js, SQL",Store free mean side thousand answer commercial must much together manager fly left million health performance various middle his indicate forward relate purpose them PM event dinner.
PRJ00871,STU0458,Food Delivery Application,hackathon,122,20,beginner,"React, Node.js, MongoDB",International decade into husband end show boy likely consumer part maintain tonight international give collection animal fill budget professor.
PRJ00872,STU0471,Online Examination System,internship,15,3,intermediate,"Java, SQL",South color experience budget relate likely wrong continue buy test same team keep soldier young end Congress how job.
PRJ00873,STU0191,AI Resume Analyzer,personal,30,13,advanced,"Python, FastAPI, Machine Learning",Southern believe seat model through dog support who now either though raise top discover enough reason film fall region during I condition tree leave interesting wife.
PRJ00874,STU0372,E-Commerce Platform,hackathon,82,14,intermediate,"JavaScript, React, Node.js, SQL",Happen between who if field parent man process even baby build particularly number east.
PRJ00875,STU0012,Student Management System,hackathon,25,14,beginner,"Java, SQL",Teacher western according here interesting letter huge interest nation officer continue time identify south tough exactly near two military partner carry bit dream room off.
PRJ00876,STU0407,Data Analytics Dashboard,hackathon,82,20,advanced,"Python, Data Science, SQL",Walk here than evening yet red assume population bit upon when whatever most near find upon.
PRJ00877,STU0277,Online Examination System,personal,17,12,advanced,"Java, SQL",Democratic wear to situation attention hair onto education later anyone carry protect son enjoy own hour.
PRJ00878,STU0243,Data Analytics Dashboard,internship,75,6,intermediate,"Python, Data Science, SQL",Establish participant someone turn dream yes deal two would total mouth stock baby example international never certainly cultural figure black method company entire information employee dog.
PRJ00879,STU0257,AI Chatbot,academic,107,6,advanced,"Python, FastAPI, Machine Learning",Line weight loss public skill including threat wonder individual check determine special woman this international could public adult light someone adult anything point speak professional southern win.
PRJ00880,STU0146,Food Delivery Application,academic,109,7,beginner,"React, Node.js, MongoDB",Whom knowledge about end we almost your board to another author whatever.
PRJ00881,STU0401,Hospital Management System,personal,75,9,intermediate,"Java, SQL",Song network friend now hard poor instead about occur war perform suggest add goal civil between.
PRJ00882,STU0307,Recommendation System,hackathon,29,8,beginner,"Python, Machine Learning, Data Science",Budget sound think ahead baby result on charge tree news race their say with too plant spend white which professional Mr.
PRJ00883,STU0010,Expense Tracker,hackathon,61,3,advanced,"React, Node.js, MongoDB",Customer group response maybe beautiful analysis somebody lead travel nearly see together page financial tax whose reality detail give our sing.
PRJ00884,STU0148,Expense Tracker,internship,112,20,intermediate,"React, Node.js, MongoDB",Budget question drive front smile with sound move last official research painting quickly first bill sure attack.
PRJ00885,STU0278,Hospital Management System,internship,147,1,intermediate,"Java, SQL",Create series social between model southern image job spring try resource public avoid on trip stop him better college plant cultural particular customer green certain always stage.
PRJ00886,STU0175,Face Recognition System,hackathon,118,5,intermediate,"Python, Machine Learning",Because matter least good rule decision great development concern player anything hot goal produce.
PRJ00887,STU0438,Expense Tracker,internship,58,18,advanced,"React, Node.js, MongoDB",Ten peace wait first field body man now yeah bag local help onto paper or actually end quite right.
PRJ00888,STU0088,AI Chatbot,internship,70,13,beginner,"Python, FastAPI, Machine Learning",Become economy collection scene drug sing sense much business since central step later before process your suggest value cup change fast explain bank.
PRJ00889,STU0339,Online Examination System,academic,129,18,intermediate,"Java, SQL",By phone leader know when figure beyond evidence fast question business do doctor.
PRJ00890,STU0043,Data Analytics Dashboard,hackathon,82,10,intermediate,"Python, Data Science, SQL",College yes feel mouth though environment nature though senior race structure available challenge expect per part same ahead on beautiful.
PRJ00891,STU0232,AI Chatbot,internship,12,5,advanced,"Python, FastAPI, Machine Learning",State follow present structure able tax last program part many network player paper claim someone interview letter father method class.
PRJ00892,STU0300,Student Management System,hackathon,149,14,intermediate,"Java, SQL",Word medical sort tree although technology loss cup method big oil actually sit high indicate well share government.
PRJ00893,STU0392,AI Resume Analyzer,hackathon,147,16,beginner,"Python, FastAPI, Machine Learning",Support it bag use project doctor quality hotel task home will experience bill artist child.
PRJ00894,STU0193,DevOps Deployment Platform,personal,101,20,beginner,"Docker, Git, Node.js",Hand others mouth continue region shoulder where lay hand son goal edge product save recognize.
PRJ00895,STU0050,Hospital Management System,personal,59,4,advanced,"Java, SQL",Decision kind attention approach be land seat good little drive worker sell still positive beyond child structure every anyone cell long one resource anything.
PRJ00896,STU0149,Student Management System,personal,107,18,intermediate,"Java, SQL",Adult door attorney difference tree expect foreign stage southern forget Mr safe listen wind card according assume.
PRJ00897,STU0181,Recommendation System,personal,112,20,intermediate,"Python, Machine Learning, Data Science",Recognize seven child none provide throughout performance north second eye himself situation group idea check lot television dream.
PRJ00898,STU0164,Recommendation System,hackathon,32,11,advanced,"Python, Machine Learning, Data Science",Realize career most art idea top wrong join policy bring thank crime standard summer blood media church kid knowledge even age.
PRJ00899,STU0275,Portfolio Website,internship,62,13,intermediate,"HTML/CSS, JavaScript",Car former may history member season gun movement standard offer institution wish agreement leave spend last soon environment machine open.
PRJ00900,STU0388,Smart Attendance System,hackathon,120,6,beginner,"Python, Firebase",Apply according out three use risk attack sing list will behavior blood ahead.
PRJ00901,STU0205,Food Delivery Application,academic,141,11,intermediate,"React, Node.js, MongoDB",Whose card meeting safe option go space off hit professional certainly and its step local dinner father TV my speak young billion war fill party million.
PRJ00902,STU0336,Student Management System,academic,103,19,advanced,"Java, SQL",Evidence real policy sure pick any outside recently seven little tree south who risk talk environment again mind until.
PRJ00903,STU0215,Hospital Management System,internship,53,1,advanced,"Java, SQL",These would information recently before model available add push soldier prepare choice action first Democrat role remain rock staff kid parent product image individual next fight.
PRJ00904,STU0115,Student Management System,academic,109,1,intermediate,"Java, SQL",Any look believe vote throw mission maintain single lawyer our production by fear among blue south as activity newspaper street tax skin thing.
PRJ00905,STU0313,Data Analytics Dashboard,personal,150,16,advanced,"Python, Data Science, SQL",Sign church for race health feel fact street wife success oil lot tree own similar candidate.
PRJ00906,STU0047,Face Recognition System,academic,104,18,advanced,"Python, Machine Learning",Hot matter before surface seek how final radio these toward last record phone truth speech recently man kitchen shake.
PRJ00907,STU0443,Data Analytics Dashboard,personal,122,12,advanced,"Python, Data Science, SQL",Modern their hair story argue wear really even game experience whose me career enjoy business middle.
PRJ00908,STU0448,Data Analytics Dashboard,personal,125,7,intermediate,"Python, Data Science, SQL",Act watch age movement floor address through box security surface information for health.
PRJ00909,STU0068,Food Delivery Application,academic,12,7,advanced,"React, Node.js, MongoDB",Ability present during how such human region store cell provide my left civil under part break spring week person blue left design fact listen prepare get billion.
PRJ00910,STU0237,Smart Attendance System,personal,118,8,beginner,"Python, Firebase",Floor five TV when red ground wear degree suggest recognize common hear nor next sound.
PRJ00911,STU0499,Smart Attendance System,academic,89,6,beginner,"Python, Firebase",Social score material onto writer training will class pretty act charge relate various ready outside toward here top approach.
